Transaction Time|Client Transaction Id|Transaction Id|IP Address|Event Type|A Party Msisdn|B Party Msisdn|input|Result Code|Result Description|Service Class|Requested Product ID|Product Name|Product Type|Product Cost|Applied product cost|Product Validity|Access Channel|Access Code|Charge Indicator|Vat Fee|Language Id|Iname|Circle Code|Pay Source|Send sms|Skip charging|Bill Cycle ID|User ID|Origin Host|Faf Indicator|Faf MSISDN|Offer ID|New Imei|Old Imei|Dealer ID|Transfer Remark|DrCr|Subscription Date|Expiry Date|Last Renewal Date|Grace Expiry Date|Status|Subscription Mode|Network Status|Last Status|Status Change time|Command Count|Charging Session Id|Notification Message|Commission Fee|Transfer Fee|GL Code|State|Subscriber Type|OpParam1|OpParam2|OpParam3|OpParam4|OpParam5|OpParam6|OpParam7|OpParam8|OpParam9|OpParam10|OpParam11|OpParam12|TDF_Event_Class|TDF_Event_Name|TDF_Voucher_Type|TDF_Periodic_Charge|TDF_Usage|External Data1|External Data2|External Data3|External Data4|Callback|ParentProductSPInfo
04/06/2019 18:12:59:835|15596575796021536|||USSDBrowsing|971520001714||||||||||||USSD|*135*59*2#|||||UAE||||||||||||||||||||||||||||||||||||||||||||||||||||||
04/06/2019 18:13:03:463|15596575796021536|2531177584804|10.95.214.136|NACT|971520001714||NACT_CallHomeforLess|0|SUCCESS|1001|820|CallHomeforLess|Voice|0|0|9999 Days|USSD|*135*59*2*1#|Reserve-Commit|0|2|USSD|UAE|ScapV2||false||||||||||||2019-06-04 18:13:03|2046-10-19 18:13:03||||Adhoc||||2|2531177584804|1000 International Minutes with Friends & Family bundles starting from 69 dirhams. Dial *135*90#. Thank you for using du interactive services|||||||||||||||||||||||||||false|
04/06/2019 18:13:03:500|15596575796021536|||USSDBrowsing|971520001714||||||||||||USSD|*135*59*2*1#|||||UAE||||||||||||||||||||||||||||||||||||||||||||||||||||||
04/06/2019 18:15:28:495|15596577283251536|||USSDBrowsing|971520002070||||||||||||USSD|*800*2#|||||UAE||||||||||||||||||||||||||||||||||||||||||||||||||||||
04/06/2019 18:16:11:576|15596577714171536|||USSDBrowsing|971520002070||||||||||||USSD|*800*2#|||||UAE||||||||||||||||||||||||||||||||||||||||||||||||||||||
04/06/2019 18:16:18:388|15596577714171536|||USSDBrowsing|971520002070||||||||||||USSD|*800*2*1*1#|||||UAE||||||||||||||||||||||||||||||||||||||||||||||||||||||
04/06/2019 18:16:53:040|15596578128671538|||USSDBrowsing|971520002070||||||||||||USSD|*800*2#|||||UAE||||||||||||||||||||||||||||||||||||||||||||||||||||||
04/06/2019 18:17:00:477|15596578128671538|||USSDBrowsing|971520002070||||||||||||USSD|*800*2*1*1#|||||UAE||||||||||||||||||||||||||||||||||||||||||||||||||||||
04/06/2019 18:17:06:474|15596578128671538|2531177828458|10.95.214.136|DACT|971520002070||DACT_Start_Stop_Phase2|0|SUCCESS|1001|1682|Start_Stop_Phase2|Data|71|0|4 Hours|USSD|*800*2*1*1*1#||71|2|USSD|UAE|ScapV2||true||||||||||||2019-06-04 18:17:06|2019-06-04 22:17:06||||Adhoc||||1|2531177828458|Your request to deactivate Play On Demand data service is being processed. You will receive an SMS once the service has been successfully stopped.|||||||||||||||||||||||||||false|
04/06/2019 18:17:06:491|15596578128671538|||USSDBrowsing|971520002070||||||||||||USSD|*800*2*1*1*1#|||||UAE||||||||||||||||||||||||||||||||||||||||||||||||||||||
